comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
sorry my memory isn t that good i didn t see the link to wp civil anywhere on your talk page so i pointed you there editor may well be more aware of what s happened previously if it s still there to read,0,0,0,0,0,0
please revert your recent change to anders behring breivik a soon a possible,0,0,0,0,0,0
delusion zone why is the article allowed to survive in this state it apparently get a pov pas by badly impersonating sardonic writing most of the article is overt advocacy of a point of view case making beginning with an unsourced ethereal claim that t here is no evidence for cow tipping a described aside from mostly unreliable eyewitness report what is a mostly unreliable eyewitness report what about the part that is reliable weasel word i don t think cow can be tipped either but this is hardly an article that meet wikipedia policy guideline standard for clarity neutrality or good writing the second paragraph for example is badly written pretend intellectual humoro babble for the sole purpose of setting up the inclusion of the cutesy unnecessary phrase precarious ruminant the refrigerator example is strained nowhere mentioning center of gravity rather it encourages a lower center of gravity than an honest attempt to simulate a cow would have while making sure to reduce the lever that s just the start i would hack slash my way through the thing but i can tell from the history that it s the pet of some watching worshiper i hope nobody involved in creating preserving this article ever mark anything at wikipedia a pov original research or unencyclopedic wikipedia is not the farm team for the wannabe dave barry squad and yes that includes the useless pic caption the prime criterion of a wikipedia article element is not how funny you think it is,0,0,0,0,0,0
russian language see wikipedia reference desk archive language 2008 june 6 russian_questions,0,0,0,0,0,0
fair use rationale for image la vega seal jpg thanks for uploading or contributing to image la vega seal jpg i notice the image page specifies that the image is being used under fair use but there is not a suitable explanation or rationale a to why each specific use in wikipedia constitutes fair use please go to the image description page and edit it to include a fair use rationale if you have uploaded other fair use medium consider checking that you have specified the fair use rationale on those page too you can find a list of image page you have edited by clicking on the my contribution link it is located at the very top of any wikipedia page when you are logged in and then selecting image from the dropdown box note that any non free medium lacking such an explanation will be deleted one week after they have been uploaded a described on criterion for speedy deletion if you have any question please ask them at the medium copyright question page thank you,0,0,0,0,0,0
i will continue vandalising until someone block me,1,0,0,0,0,0
dear josiah 2 random blaggards named bastin and john carter have repeatedly vandalized my page and i solemnly think it need to stop they keep on insulting my intelligence and from what i have heard you are a good administrator who help people out the best way you can help me is to block these fool immediately lot of love god bless 12th doctor,0,0,0,0,1,0
agreed he is not notable in that regard,0,0,0,0,0,0
did you come here because you have a problem with my name in that case you re reading it wrong shame on you and your dirty mind,1,0,0,0,0,0
again you disgusting cretin you accuse my statement of being laughable yet have no logical basis to believe so you think i believe my argument are gospel eh so you re the kind of person who belief that if everybody belief something then you should go along with them so you re the kind of sick bastard that would ve condoned slavery just because everybody you knew did i do not at all think my argument are gospel i just proudly stand by my word until a logical argument will present a sensical contradiction you re the bastard who ha some sort of personal agenda attatched to this and for some reason or another you refuse to have it changed like a no good dirty hippocrite dude sorry for the rough language but you are one fucking dumbass idiot everything i type is extremely intelligible and free flowing if you will yet you seem to interpret it way differently than it is obviously stated my sentence you seem to think that this is some sort of battle of the dialect lol and seem to think that this is what i seem to think now that s redundant a well but a i ve clearly stated this is not so make perfect sense and only an idiot would not understand it i wrote it redundantly to prove a point not because i lack verbal skill the point being that you are an idiot and you can t understand the symbolic or even literal nature of my post and you interpret it into something that somehow benefit you and your cozy little world view ok this will be the 100th time i ve had to clear something up for you but let me tell you what this sentence mean you seem to think this is a battle of the dialect at the same time you assume i am thinking the same thing however i do not think of this a a battle of the dialect at all i think of it a a logical consensus that need to replace the current one if you discerned something other than this than you are retarded hand down i can t understand why you make all these radical interpretation especially when most of my word are plainly visible i am in no way contradicting myself here and if you can t understand this then i am in no way going to argue with the mentally retarded for the guilt would prevent me from having peace of mind for quite some time about the standard english obviously this article wa written by a british person and is extremely pov thus is not a valid argument against this issue that s like basing all your knowledge about drug on government and anti drug propaganda please man let s put some sense into this argument and remove all the non sensical bullcrap you ve included into and don t ever ever fucking tell me to go away got it people who back out of argument are always wrong they do that because they have no more to say on their behalf and are afraid to join the opposing persuasion,1,0,0,0,0,0
piccolo is all freakin yellow dragonball is ruined,0,0,0,0,0,0
kirby move i am deeply disappointed with how you conducted yourself in this kirby move this statement oh someone got pised off because i moved kirby without discussion so here s the discussion i moved kirby take care is highly antagonistic and it underminds a valued process of wikipedia discussion there wa clear opposition to your move and you merely shrugged them off please do work on improving your attitude talk,0,0,0,0,0,0
is crone that disease where you constantly have to go poo ever soiled your pant,0,0,0,0,0,0
the copyright status of a work ha no bearing on whether copying it is plagiarism i do think that the diagnostic text here though seems to be clearly marked a being from someone else so it s not plagiarism talk contribution,0,0,0,0,0,0
thank you i just tried logging in to this account and it worked although i did not intentionally reactivate this id like bwilkins repeatedly asserted i did not know about the existence of sandbox to build the article before publishing in fact no one ha mentioned it in all this discussion over the past one day and i discovered it myself accidentally midway through all this i wa only going to use the userpage a a starting point for a spoof page since i liked that one i wa not going to use the joke or even any of the material maybe if wikipedia wasn t too geeky or programmer language like to write article in i may not have needed a template and used just the wysiwyg editor and be done with it but that is not the case anyway what i don t understand is why one cannot get outraged by offending behavior you have acknowledged it wa wrong to have a label slapped on by the other editor without speaking to me or bothering to enlighten me he clearly wa more intent on getting brownie point a an editor or whatever it is that get people here high however everyone else seems intent on labeling me a a troll is that the high handed way of dealing with uncomfortable thing around here wouldn t they all be offended and outraged in real life if they were trying to make a cake and someone slapped a pink sheet on top of it and squashed it and walked off without an explanation,0,0,0,0,0,0
they sure come out of the woodwork when you are not in step don t they johnhistory,0,0,0,0,0,0
he s a loser so don t listen to him whoever this guy is he doesn t know much what it mean is that that many people froze to death you dumbass,1,0,0,0,1,0
the general significance of m chopra s op ed and the specific significance of her nytimes op ed the nytimes recently published an op ed by m chopra i updated this article to include brief coverage of that op ed another contributor replaced that coverage with a briefer and imo inaccurate one sentence summary i asked them to explain their rewrite and they asserted her opinion column at most need a one line description so naming the reference ha no purpose i am concerned that this assertion implies the opinion it asserts is so obvious it doe not require any explanation i don t agree so how significant are op ed m chopra writes in general are op ed m chopra writies for the nytimes a significant a her other op ed or more significant this article could mainly focus on m chopra a just a pretty face where her opinion are of secondary importance there is the story of the young u celebrity who after a tour of the white house stated her admiration of it decor and congratulated the secretary of the interior i have no problem with article on unintelligent or inarticulate people which do not focus on their opinion but m chopra is clearly an intelligent person who ha volunteered to serve a an articulate spokesperson for the cause she belief in i suggest this mean that the best article on her would devote more than a single sentence to op ed that are well written and published in prominent newspaper or magazine in this particular case the replacement sentence wasn t even an accurate summary a it said that m chopra s op ed in december 2014 she wrote a column in the new york time on the importance of educating the girl child while she did address the need to bring effort to educate girl up to the same standard a boy she also advocated making the same effort to provide health care to girl a boy and she addressed the widely held disregard parent in the region feel for their daughter and their general preferential treatment of their son if the coverage of the nytimes op ed is going to be rewritten i call for it to be rewritten more carefully and accurately,0,0,0,0,0,0
i am not a nazi get my face off that nazi you asshole,0,0,0,0,0,0
please see the curlingbox talkpage for a lengthy explanation of usage,0,0,0,0,0,0
dry sex edit in january 2013 i have copied the following comment from my talk page to here so that other interested editor may be more likely to see it and to add to any discussion this edit wa along time ago and i had totally forgotten about it i think that the part you are referring to wa when i changed the phrase the rationale for the practice is that a dry vagina is tighter than a lubricated vagina to the rationale for the practice seems to be for cleansing purpose i imagine that i made this change because the abstract of the cited source say the men described the use of drying agent by woman for vaginal cleansing purpose the practice referred to in the article text is described there a removing vaginal lubrication in some way having read it all again i must say that i am still at a bit of a loss perhaps you could be more specific a to where i went wrong in summarising that source maybe you could suggest better wording for that sentence,0,0,0,0,0,0
album hey again soz to be a pain in the as but do you know were you can get the we dont need to whisper cse limewire dusnt have it thanx,0,0,0,0,0,0
why why do you revert the truth the contect marked is either not npov or is not verifiable and in fact the contect which is not verifiable is mostly untrue that s why it s not for example the colonel did not develope this game a team of programmer hired my the army did that s just one example,0,0,0,0,0,0
vandal why are do people like adolphus79 and truthbringertoronto think they have the power to remove thing from this site just because they do not want to believe it happened they were not there they do not know what happened they just do not share the ideal of the leader,0,0,0,0,0,0
welcome to wikipedia we welcome your help to create new content but your recent addition such a almighty girl are considered nonsense please refrain from creating nonsense article if you want to test thing out edit the sandbox instead take a look at the welcome page if you would like to learn more about contributing to our encyclopedia,0,0,0,0,0,0
vandalism please do not blank page a you did to category people who can t speak normal english it is vandalism,0,0,0,0,0,0
unblock what did i do,0,0,0,0,0,0
you my friend delted my edit now u can suck my cock,1,0,1,0,1,0
hi danimations i have some suggestion firstly the inclusion of section about role and origin and history or maybe history and achievement would be helpful a possible source of information is the six annual report for the premier s climate change council which can be downloaded from the dewnr website just paste premier s climate change council into the search box on the home page secondly with respect to the membership section content explaining from what sector of the community the member are sourced from should be added also the dot point list should be converted into a paragraph of name in alphabetical order with the word chair after the person who currently ha this responsibility i suggest this for two reason firstly the list do dominate the article and secondly a the article doe not appear to be intended to be a list a per wp guidance i will have a look again early tomorrow morning regard,0,0,0,0,0,0
my reverting of the edit in the history section i didn t revert the edit because the material you removed isn t redundant in some way which is fairly obvious if you read the section a a whole the entire history section of this article is still in very bad shape in my opinion i d suggest that it got non npov issue in several spot the tone it s written in and choice of word seem somewhat chatty and unencyclopedic to me and worst of all it continues to contain what i d argue are historical inaccuracy in some place instead of editing out the paragraph that wa removed today which contained a link to a map a well a an internal link to the ongoing caledonia land dispute a subject quite relevant in the grand valley these day i d like to see the entire history section itself brought up to a higher standard in my opinion from a historical perspective the article itself would benefit more if some of the earlier comment in it regarding the acquisition of the land by the six nation were edited out and replaced by the material that wa removed today a i said back in august i m willing to work on this article myself a time allows but in my opinion it doesn t make sense removing content that s not only relevant and contains reference it s actually of a higher quality than what remains,0,0,0,0,0,0
eat shit and die you can block me now but that doesn t mean anything you re nothing but a step below a rent a cop admins ain t shit,1,0,1,0,1,0
minor planet number in parenthesis i haven t seen any wp policy on this but in the vast majority of asteroid article operates without ճ,0,0,0,0,0,0
bridge 9 the article doe not identify the notability using reliable source leaving a comment on a talk page asserting notability doesn t cut it if you remove the tag again without improving the article i will assume that the article cannot be improved and will simply afd it,0,0,0,0,0,0
track map can a track map be made by jdjorge s tracking program for this storm i have been waiting for several month,0,0,0,0,0,0
problem is i have never owned a red pickup truck in my life jagoff,0,0,0,0,0,0
shouldn t you create the article african jew before creating the redirect from jew in congo kinshasa,0,0,0,0,0,0
attack this f you are a f you think i care about attacking other editor it wa just a funny joke you are the biggest f i have ever met,1,0,1,0,1,0
the united state s relationship with it current president,0,0,0,0,0,0
here s a big oops by fitzgerald i think i now understand why i didn t understand woodentopz edits,0,0,0,0,0,0
dude i m really not your friend,0,0,0,0,0,0
i have bloody well added the full link which is ask you wanna pick on me then go and do the exact same to all the other damn user who uploaded picture there doing exactly the same a me but you havent said a single damn thing how out of order you are,1,0,0,0,0,0
so clearly livelikemusic ha two or more of them or you wouldn t have brought it up lovely,0,0,0,0,0,0
redirect user talk pratyya ghosh archive,0,0,0,0,0,0
ga and fa taskforce okay we got a bit of feedback at wt vg and a couple of thumb down she we be bold and go ahead and make the taskforce 2,0,0,0,0,0,0
2014 september edit warring you seem to be involved in edit warring stop adding non existing opinion to jainism and hinduism you can be blocked from editing if you continued to make senseless edits,0,0,0,0,0,0
drawing i have reverted your and louis manuel s edits to drawing because they do not pertain specifically to drawing but are overview of western art movement and more appropriately describe movement in painting,0,0,0,0,0,0
category wikipedians interested in evolutionary psychology categorises wikipedia editor category evolutionary psychology categorises actual article we don t make the latter subcategories of the former,0,0,0,0,0,0
well yes after the war catholic peasant who wanted control of their child s life killed government sent anti catholic socialist teacher in some part of mexico and the government itself continued to murder priest and nun for example fr pro sad that that the oppression of the catholic peasant continued and sad that they resisted right but this is not part of the cristero war so move it to another page please,0,0,0,0,0,0
you can disagree with an editor without repeatedly denigrating them and referring to them a a vandal reporting them to the vandalism board wa the final straw here,0,0,0,0,0,0
the film look awesome but my dad said the original wa much different im seeing it this weekend,0,0,0,0,0,0
oh boy edits that people don t like are called vandelism valid source are not decent source b source are valid source because they were provided by an editor even if they proved nothing telling the truth is telling a lie calling someone what they have been proven to be is name calling and not the truth i think i am starting to get how thing really work around here,0,0,0,0,0,0
dyk for schloss reichenbach dyk for la peregrina pearl dyk for the holocaust s arab hero dyk for tub a abu kariba a ad the dyk project nominate dyk for paul the octopus tmbox tyle notice small image text on july 11 2010 did you know wa updated with a fact from the article paul the octopus which you created or substantially expanded you are welcome to check how many hit the article got while on the front page quick check and add it to dykstats if it got,0,0,0,0,0,0
i know it make me feel old and grumpy and like i m stomping on a young person s creativity but rule are rule thanks for sympathizing and for being stern nevertheless justice must be tempered with mercy talk,0,0,0,0,0,0
we can easily add beck s pov perhaps quoting the link i m reading now that you added to the talk page but i disagree with your other assertion in fact i think the article a a whole give too much credence to the minority viewpoint that beck is a swell and stable commentator the introduction for example is one of the worst i ve read on wikipedia and it give absolutely no indication of who this person is and what kind of controversy surround him it appears that judging by the talk page comment a small number of editor are enforcing this minority viewpoint on the article through persistence but i am new to the page a you know and this is just my initial impression so feel free to educate me or otherwise disagree,0,0,0,0,0,0
external link section at some point for some reason not given anywhere in the edit summary at least not that i can find the external link section for this article disappeared i m adding it back with a link to the town school system an obviously useful link if there are any objection to that please discus them here,0,0,0,0,0,0
bella no problem tiring of the incessant whining on the circus page yet t c,0,0,0,0,0,0
please do not vandalize page a you did with this edit to wynnewood pennsylvania if you continue to do so you will be blocked from editing fax,0,0,0,0,0,0
frank fool crow hi a you requested i removed the csd tag from frank fool crow it appears the newpages patrol wa a bit too quick on the draw that time,0,0,0,0,0,0
i am a mother fucking dweeb,1,0,1,0,0,0
pleeease do not change this i dont think it can better any get please lisa kushell marry me,0,0,0,0,0,0
reply hello tymek and thank you for that link it wa really interesting and educational thanks,0,0,0,0,0,0
the preceding unsigned comment wa added by talk contribs 01 26 november 20 2006 utc cooper say 100 kill and 4 to 6 kill with one missile that is not credible see talk archive,0,0,0,0,0,0
i would be more than happy to start a new thread in the ani about this should d choose to keep on disagreeing talk new thread,0,0,0,0,0,0
it s not a rule just a consensus so this consensus is based in an anti natural order and horrible way to read the medal logically gold medal have the bigger importance my brain explodes reading a bronze medal above a gold medal cool you need to think who started this absurd and nd reason that this order doe not provides,0,0,0,0,0,0
and this is why you don t list highly speculative one i wa simply referring to the common frickin sense category of actor apparently common sense you lack tch fuck s sake this is why people don t take wikipedia seriously professionalism professionalism my as you cunt are the direct opposite of it,1,0,1,0,1,0
the article on central park wa lacking information on the gate i added a section and included photo at left talk to me,0,0,0,0,0,0
welcome hello and welcome to wikipedia thank you for your contribution i hope you like the place and decide to stay here are some page that you might find helpful the five pillar of wikipedia tutorial how to edit a page how to write a great article manual of style i hope you enjoy editing here and being a wikipedian please sign your message on discussion page using four tilde this will automatically insert your username and the date if you need help check out wikipedia question ask me on or ask your question on this page and then place helpme before the question again welcome talk the article sarah ford ha been speedily deleted from wikipedia this ha been done under the criterion for speedy deletion because it is a very short article providing little or no context to the reader please see wikipedia stub for our minimum information standard for short article please also note that article must be on notable subject and should cite to reliable source which verify their content please only repost the article in a form that meet these standard feel free to leave a note on my talk page if you have any question about this talk,0,0,0,0,0,0
who the fuck do you think you are telling what i can and can t do you little shit come to detroit and i ll kick your fucking as i live here and i know where the fucking casino is so why don t you just go away you little nutsack,1,0,1,0,1,0
importance of this dispute i think that when you have a subject a ideologically charged a this one where the accusation and counter accusation are equally the product of political sympathy and ideological proclivity the contestation of fact itself becomes more significant and relevant then the normative preference i e an imaginary idea of a clear defined and uncontested truth not to suggest at all that all claim are thus equally valid but even if some of the claim have been manipulated to suit a particular agenda it is better that they lie ugly contested unsubstantiated and disempowered it is a better reflection of the nature of this topic in my mind it is irresponsible to try and figure out a depoliticized version of this issue a wikipedia editor are often compelled to do preceding unsigned comment added by 85 97 118 71,0,0,0,0,0,0
the alien theory of economic development argument that is just silly the book doe not claim to be a reply to any theory about alien influencing economic development the book doe claim to be a reply to intelligence theory regarding economic development,0,0,0,0,0,0
can you help me with clean up and stuff plus there is another i know who put in graphic and pic i asked him for help also i already did take off the announcement i guess i got mad when i saw stuff like that,0,0,0,0,0,0
sandali kata yangu,0,0,0,0,0,0
sorry for reverting you i did not mean to do that i did not see that it wa in wikipedia space since huggle usually warns if it is the thing that made me revert wa the check that link to our article but now when i read it again i am sorry t c,0,0,0,0,0,0
i would think if one person explains why marigold meet the requirement a per wp nsongs and cite the relevant part that make the song notable someone else just proclaiming no it doesn t without any explanation doesn t meet the requirement for something called a discussion,0,0,0,0,0,0
the best way to end the debate is to recognize that the picture will not be removed,0,0,0,0,0,0
protected mode and long mode protected mode wa first introduced in intel 80286 providing mechanism protecting resource and assisting multi task o such a unix o 2 and so forth and enhanced in intel 80386 processor by extending computing capability to 32 bit from 16 bit eventually becomes part of ia 32 architecture most x86 o only running within protectected mode such a window nt linux and so many bsd distros but m do working under real mode some extender might switch through and back from protected mode for extending physical memory addressing likewise window 3 x also transit itself from real mode and protected mode thorugh and ack too window 9x not only depends the real mode a bootstrap but also sits itself from and to that mode long mode is a kind of protected mode not a real mode but doe not belong to the protected mode in ia 32 switch itself out of ia 32 dominated legacy mode to a completely self contained mode which mean even though a x64 processor eliminates it legacy part it would be fulfunctioned from the aspect of implementation or microarchitecture level the legacy mode code could share the same physical execution resource designed for the x64 code without needing additional physical execution unit for itself like it found in early itanium processor so ia 32 architecture might or might not have relationship with x86 64 x64 amd64 or intel64 ia32e and amd64 amd64 is a switched out architecture from ia 32 providing compatibility mode to support most ia 32 software and representing itself in the long mode within amd64 processor it is a new architecture even though most lying on ia 32 architecture ia32e is not a mode but an extention of ia 32 or newer revision of ia 32 introducing 64 bit computing capability for it fundemental architecture intel em64t is the new brought feature to this kind of processor enabling it for 64 bit computing of course em64t is not a mode too but a feature like pae could be enabled to extend the 64 bit computing capability without em64t enabled yamhill processor would act like a tradtional pentium 4 after em64t enabled 64 bit register would be visible to application 32 bit traditional o might need minor fix to support application referring 64 bit register to do the 64 bit computing but programmer must take care of the computing result without intervented by other process but most likely a it in pae o might need a patch to support this feature totally at least to manage the extended descriptor and extended 64 bit register and stack and so forth but without needing to compile the o from the scratch like it in amd64 virtual address might be extended up to 52 bit while physical address up to 46 bit 16k segment of 4gib could be spreaded to 64tib physical space with or without paging because the difference between 32bit and 64bit computing is bit width of register rather than the whole system so 32 bit and 64 bit code is also differentiated by the referenced resgistered without needing a submode such a compatibility mode to support tradtional 32 bit software after em64t disabled yamhill processor would act like a northwood pentium 4,0,0,0,0,0,0
anyone found good picture of pathfinder before moved to it current place just wondering,0,0,0,0,0,0
محمدرامین نادری محمد رامین نادری دانشجوی کارشناسی ارشد علوم کتابداری و اطلاع رسانی دانشگاه فردوسی مشهد,0,0,0,0,0,0
time of india is a reliable source the man they quoted in their article is a liar and a thief who completely misrepresented many thing in that article suzanne olsson,0,0,0,0,0,0
you need to stop what difference doe it make if the episode of any show have their own article you re acting like a major geek will wp collapse within itself if it s not perfect i think the joker said it best when he said the only sensible way to live in this world is without rule and don t even try to tell me that wp would be terrible without rule you can have moderator to stop vandalism just stop fucking redirecting it s getting on my nerve along with about 75 of wp user,1,0,1,0,1,0
you ll find all source state that he ha not made a single appearance for aldershot other than a an unused substitute on the bench,0,0,0,0,0,0
image copy_ 3 _of_pict0046_modified jpg listed for deletion an image or medium file that you uploaded or altered image copy_ 3 _of_pict0046_modified jpg ha been listed at wikipedia image and medium for deletion please look there to see why this is you may have to search for the title of the image to find it entry if you are interested in it not being deleted thank you contr,0,0,0,0,0,0
nicolum creek v nicolum river both nicolum creek nicolum river are common reference to this feature the bridge crossing it on highway 3 call it nicolum creek but it is nicolum river like the name of it s name sake park it bcgnis page say several other source call it nicolum creek though not just the sign on the highway because when people are looking for this feature they may call it nicolum creek i ve made a redirect from nicolum creek to nicolum river so if they type in nicolum creek they can get to the proper page without the whole did you mean thing slowing them down,0,0,0,0,0,0
tell me something skookum how come you are the only person who seemingly deserves respect writing these multi thousand word essay is nothing but disrespectful to the people you are trying to engage with using them to consistently attack your opponent is disrespectful if you want respect show it by not wasting everyone s time by using 14 000 character where 1 000 will do and don t give me any bullshit about how it s important you flood talk page with this the ability to present key information in a concise manner is a skill well worth learning at the very least are you capable of admitting how ironic it is that you use wp bludgeon a one of your go to charge against your opponent and tell me something else how come the only pov warrior you seem to find are those who disagree with you one of the biggest reason why i don t like getting involved in these argument you get into is because you seem to have convinced yourself that you have a monopoly on npov if you disagree with what others say it is because they have a bias or are paid operative or some other bad faith bullshit claim along those line it speaks volume that you never seem to find paid pov operative on your side of the debate i get that these topic area are important to you and even if they aren t for me they might be for others and when those others come along you need to accept that they may not agree with you in that case all side need to not yell over top of each other but focus on the disputed claim s and respond with citation and source if you want people like me to get involved with resolving a dispute don t give me many thousand word give me the claim you disagree with and the citation that prove your point then and only then will these dispute get resolved amicably because the alternative is ani and while i have already threatened to take you back there if this continues and don t doubt that i will i would rather not because i think we both know you are standing on a treadmill that will speed you right off of this project i would rather not accelerate that and i think most others don t either but you really need to work with the people around you,0,0,0,0,0,0
do you know difference between word identical and similar thanks,0,0,0,0,0,0
location there are 148 location around the united state right now http www thecheesecakefactory com location location,0,0,0,0,0,0
bhadani you are a foolbold text,0,0,0,0,0,0
pelasgian pre greek origin of zeus homer refers to him a pelasgian zeus why there is no mention of the pelasgian origin of zeus much earlier than the arrival of the doric tribe in nowadays greece,0,0,0,0,0,0
i ve just done a you suggest and filed a dispute resolution request please take a look in eight year i ve never been a close to quitting this site entirely in the face of povpushing talk,0,0,0,0,0,0
sorry twas a feeble atttempt at humor,0,0,0,0,0,0
redirect talk free appropriate public education,0,0,0,0,0,0
i appreciate the sentiment it s nice to know that others are willing to empathize but let it just play out naturally there are 3 side to every story and not everyone is going to agree with the side i have taken in the interim i put my complete faith in the system and if they deem that i have fought the wrong fight then i lose it s simply a gamble and again your word are greatly appreciated talk,0,0,0,0,0,0
you used kib for the eeprom and kb for the 6kb however what source directly state that it s 6 000 byte of useable space unless you cite that part it s entirely unsourced,0,0,0,0,0,0
i dug up one mention of broyce g jacob from cardston i am little confused a to whether it indicates he is deceased or not i also e mailed the constituency office with my inquiry,0,0,0,0,0,0
babak hi parthian shot i m wondering what your objection is to al tabari s account of babak riding to his execution on an elephant and why you say he wa betrayed by al afshin when al afshin wa the prominent abbasid general who defeated babak best wish hi galador he wa betrayed by afshin since both were iranian and were fighting for a common cause i e to end the arab rule in iran i believe most comprehensive article ha been written by professor gh h yousefi for encyclopaedia iranica link and choose the entry b number 2060 bābak khorramī regard talk,0,0,0,0,0,0
actually it is not known commonly a revelation but a revelation people who point out that the latter is not a correct rendering of what is written are missing the point which is that the plural form both is in ordinary spoken use and ha come down from a separate oral visual tradition a bit like adam and eve eating an apple simply because that wa the fruit ordinarily shown in stained glass window version pml,0,0,0,0,0,0
help the user s literally just said you might a well block me now so a the administrator that responded surely there is something you can do,0,0,0,0,0,0
orange mike are you a kike,0,0,0,0,0,0
19 june 2013 utc i don t believe you re thinking at all so let s continue this tomorrow when you ve cooled down 23 19,0,0,0,0,0,0
welcome hello and welcome to wikipedia thank you for your contribution i hope you like the place and decide to stay here are a few good link for newcomer the five pillar of wikipedia how to edit a page help page tutorial how to write a great article manual of style i hope you enjoy editing here and being a wikipedian please sign your name on talk page using four tilde this will automatically produce your name and the date if you need help check out wikipedia question ask me on my talk page or place helpme on your talk page and someone will show up shortly to answer your question again welcome talk,0,0,0,0,0,0
how are you long time no see did you see how many madonna article i promoted to ga talk2me,0,0,0,0,0,0
i agree since the two are very similar why not merge the two and or make the other a redirect to here o,0,0,0,0,0,0
hey im will b the rapper please check out my youtube and face book page thankshttp www youtube com channel ucflzzavqgqbhuoxyzp93xsg feature watch,0,0,0,0,0,0
yes when you re close friend talk,0,0,0,0,0,0
i wouldn t waste your time highking will soon be blocked for his edits if not by anyone else then surely once cailil return if murry is simply copying highking then he will be too or at the very least be put on the same path a highking wa with a topic ban first to see if he truly get it it s all about wp rope with editor like this given his history though highking is surely all out of rope now he will most likely be indeffed this time given the fact cailil ha already had to re impose the bi topic ban after he went back to the same behaviour that saw it enacted in the first place and the fact he ha clearly ignored his very clear warning about how not to edit in future,0,0,0,0,0,0
if i may wp jaguar ya for a sec there are other reason for not capitalizing procrustean see wp modlang search for platonic to find the entry also it s fallacious and assumptive of neutral ignorant faith at best to suggest that those who prefer consistency over rampant specialist nit picking are generalist editor with little to no understanding of the world s thousand of specialty field many are specialist themselves who for the greater good simply put aside their job related stylistic convention instead of insisting on them and smacking random reader in the face with them talk contribs a barnstar point a barnstar point awarded for remarkably pithy commentary if a high profile wikipedian poll is conducted that brings in widespread participation from editor who had previously stayed away from the venue and the holdout who had been stonewalling and preventing progress merely slouch stuff their hand in their pocket and walk away then that prof that they knew full well that their argument were not sufficiently persuasive or didn t have sufficient number or both trying to now torpedo the current consensus by stating that certain people somehow didn t have an opportunity to participate is nothing but sour grape on wikipedia it s called wililawyering which is disruptive and mustn t be rewarded wikipedia talk article title thread why no action on implementing community consensus which made my list of talk contribs,0,0,0,0,0,0
formatting of stub notice if you wish to make indented do it there don t indent it in individual article using it,0,0,0,0,0,0
man of steel a hero to people of the orthodox faith everywhere we will not take imperialism lying down,0,0,0,0,0,0
someone who is behaving,0,0,0,0,0,0
thank you for experimenting with wikipedia your test worked and it ha been reverted or removed please use the sandbox for any other test you may want to do take a look at the welcome page to learn more about contributing to our encyclopedia walkie talkie,0,0,0,0,0,0
comment hi it is making it more difficult for researcher by adding sri to sri klemp s name everytime a search is done for harold klemp wiki ha to keep performing a redirect i wa told that wiki prefers the directs instead of redirects if you notice harold klemp himself doe not publish his book a sri harold klemp this title of respect should be put in his bio because it make it more difficult to find him when doing research it is going to mess up the category etc instead the title should be added to the bio or somehow fixed to make it easier for researcher i don t know how to fix it so i will put a request on my talk page for help thank you for contributing to wikipedia karatelady,0,0,0,0,0,0
uncivil tennis expert you antagonize people with your wording your question and your manner of editing i have seen too many example of it to doubt it anymore now it may be purposeful but i gave you the benefit of the doubt by asking you whether or not you are aware of it maybe you aren t and someone at wiki can help you shed some of the abrasiveness so a not to seem so mean i realize this post is also abrasive and i wouldn t have made it if you had not also written on my page such an abrasive sentence if you don t think what you wrote on my page wa uncivil and antagonistic then you are either ignorant or stupid again i ll give you the benefit of the doubt and say you were ignorant of that fact but now that i have brought it to your attention the ignorant card will no longer be valid please refrain from bothering me again and i will do likewise,0,0,0,0,0,0
nothing is ever going to change that picture from being a non free replaceable picture of a living person,0,0,0,0,0,0
1 20 2010 added reference to game of letter writing by michal oracz this game will shortly be republished in a new edition so it might warrant a new article,0,0,0,0,0,0
adenosine_triphosphate diff 157871236 oldid 157871181 diff show the bot reverting one of two vandalism edits from the same ip this cause the vandalism to remain on the page for several day since the last edit on my watchlist looked trustworthy would it be possible for the bot to be set to revert all of an ip s edits to a page if it recognizes one of a set of contiguous edits a vandalism more attention please more attention if you work with youre bot http en wikipedia org w index php title,0,0,0,0,0,0
the subject in grammar is that part of the discourse that indicates who doesthe action or who is the target for example 1 john eats an apple 2 the apple wa eaten by john i love taylor swift,0,0,0,0,0,0
the image ha been part of the article since late august since then you ve made approximately 20 edits so i assumed you must have approved of it existence if you d rather remove it that s fine otherwise i ll replace it and the other blurry shot with the original image from february not in their former location of course someone who know more about the band will presumably provide the relevant content,0,0,0,0,0,0
thanks for your reply am already watching and occasionally deleting i may well be mistaken hope for the best while bearing in mind that unfortunately le than the best is possible,0,0,0,0,0,0
thank you wishing 1916 will be good for too,0,0,0,0,0,0
history of eye color article seriously not a good article no offense but could you stick to writing entry for your own language your english is about a good a that of an average 13 year old writing a book report in a general english class,0,0,0,0,0,0
thank you for the bold undeletion however other admins seem to have completely lost their ability to think logically and draw conclusion from the fact and it seems that the admin consensus is for having ten of red userboxes really smth for every taste wikipedia userboxes belief political_ideologies and deleting the only anti communist box for once and for all wikipedia deletion_review userbox_debates template user_no_marxism anyway best regard talk,0,0,0,0,0,0
talk page access revoked for this behavior above,0,0,0,0,0,0
